center,left,left_URL,left1,left_URL2,left3,left_URL4,left5,right,right6,right7,right8,right9,right10,right11,right12,right13
30,JaQuan Lyle (college),https://www.sports-reference.com/cbb/players/jaquan-lyle-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,22,42,28,24,36,40
31,Brandone Francis (college),https://www.sports-reference.com/cbb/players/brandone-francis-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,,,,31,35,44,35,30,19
32,Goodluck Okonoboh (college),https://www.sports-reference.com/cbb/players/goodluck-okonoboh-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unlv,UNLV,,,,33,26,49,31,42,16
33,Thomas Welsh (college),https://www.basketball-reference.com/players/w/welshth01.html,Thomas Welsh,https://www.sports-reference.com/cbb/players/thomas-welsh-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2019,2019,0.1,39,36,17,41,10,66
34,Melo Trimble (college),https://www.basketball-reference.com/players/t/trimbme01.html,Melo Trimble,https://www.sports-reference.com/cbb/players/melo-trimble-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,36,29,30,39,53,35
35,Reid Travis (college),https://www.sports-reference.com/cbb/players/reid-travis-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=stanford,Stanford,,,,27,27,39,44,38,48
36,Jonah Bolden (college),https://www.basketball-reference.com/players/b/boldejo01.html,Jonah Bolden,https://www.sports-reference.com/cbb/players/jonah-bolden-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2019,2020,1.4,45,69,25,32,28,27
37,Quentin Snider (college),https://www.sports-reference.com/cbb/players/quentin-snider-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,29,40,35,33,44,54
38,Trevon Bluiett (college),https://www.basketball-reference.com/players/b/bluietr01.html,Trevon Bluiett,https://www.sports-reference.com/cbb/players/trevon-bluiett-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=xavier,Xavier,,,,42,46,31,34,29,57
39,Terry Larrier (college),https://www.basketball-reference.com/players/l/larrite01.html,Terry Larrier,https://www.sports-reference.com/cbb/players/terry-larrier-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,,,,40,43,43,43,57,23
RSCI,,,,,,,,,,,,,,,,
T39,Craig Victor (college),https://www.sports-reference.com/cbb/players/craig-victor-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,,,,26,37,42,40,55,49
41,Jordan McLaughlin (college),https://www.basketball-reference.com/players/m/mclaujo01.html,Jordan McLaughlin,https://www.sports-reference.com/cbb/players/jordan-mclaughlin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,2020,2020,1.6,47,41,36,49,45,47
42,Angel Delgado (college),https://www.basketball-reference.com/players/d/delgaan01.html,Angel Delgado,https://www.sports-reference.com/cbb/players/angel-delgado-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=setonhall,Seton Hall,2019,2019,0.0,38,48,48,53,43,38
43,JaQuan Newton (college),https://www.sports-reference.com/cbb/players/jaquan-newton-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=miamifl,Miami (FL),,,,53,58,52,37,33,42
44,Parker Jackson-Cartwright (college),https://www.sports-reference.com/cbb/players/parker-jackson-cartwright-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,,,,43,57,32,51,34,62
45,Abdul-Malik Abu (college),https://www.sports-reference.com/cbb/players/abdul-malik-abu-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,,,,54,32,56,45,41,52
46,Leron Black (college),https://www.sports-reference.com/cbb/players/leron-black-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=illinois,Illinois,,,,46,44,50,38,69,43
T46,Robert Johnson (college),https://www.basketball-reference.com/players/j/johnsro02.html,Robert Johnson,https://www.sports-reference.com/cbb/players/robert-johnson-5.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=indiana,Indiana,,,,41,47,47,48,51,56
48,Malik Pope (college),https://www.sports-reference.com/cbb/players/malik-pope-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,,,,28,55,37,,39,33
49,Chris Chiozza (college),https://www.basketball-reference.com/players/c/chiozch01.html,Chris Chiozza,https://www.sports-reference.com/cbb/players/chris-chiozza-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,2019,2020,0.5,48,45,58,42,78,36
50,Jakeenan Gant (college),https://www.basketball-reference.com/players/g/gantja01.html,Jakeenan Gant,https://www.sports-reference.com/cbb/players/jakeenan-gant-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=missouri,Missouri,,,,56,53,59,52,54,53
51,Paul White (college),https://www.sports-reference.com/cbb/players/paul-white-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oregon,Oregon,,,,49,34,60,50,67,70
52,Kaleb Joseph (college),https://www.sports-reference.com/cbb/players/kaleb-joseph-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,68,50,63,46,73,34
53,Dion Wiley (college),https://www.sports-reference.com/cbb/players/dion-wiley-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,62,52,45,55,60,61
54,Jae'Sean Tate (college),https://www.sports-reference.com/cbb/players/jaesean-tate-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,50,28,55,79,59,68
55,T.J. Haws (college),https://www.sports-reference.com/cbb/players/tj-haws-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=byu,BYU,,,,59,51,54,57,74,55
56,Elbert Robinson (college),https://www.sports-reference.com/cbb/players/elbert-robinson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,,,,52,60,57,56,68,59
57,Brekkott Chapman (college),https://www.sports-reference.com/cbb/players/brekkott-chapman-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=utah,Utah,,,,51,49,80,59,85,41
58,Alex Robinson (college),https://www.basketball-reference.com/players/r/robinal01.html,Alex Robinson,https://www.sports-reference.com/cbb/players/alex-robinson-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=txchrist,TCU,,,,60,63,46,58,61,78
59,Michael Humphrey (college),https://www.sports-reference.com/cbb/players/michael-humphrey-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=stanford,Stanford,,,,55,65,71,47,50,79
RSCI,,,,,,,,,,,,,,,,
60,Josh Perkins (college),https://www.basketball-reference.com/players/p/perkijo01.html,Josh Perkins,https://www.sports-reference.com/cbb/players/josh-perkins-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,,,,34,56,79,67,64,75
61,Ahmed Hill (college),https://www.basketball-reference.com/players/h/hillah01.html,Ahmed Hill,https://www.sports-reference.com/cbb/players/ahmed-hill-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=vatech,Virginia Tech,,,,66,54,76,63,58,63
62,L.J. Peak (college),https://www.basketball-reference.com/players/p/peaklj01.html,L.J. Peak,https://www.sports-reference.com/cbb/players/lj-peak-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=georgetown,Georgetown,,,,57,31,62,68,66,98
T62,Caleb Martin (college),https://www.basketball-reference.com/players/m/martica02.html,Caleb Martin,https://www.sports-reference.com/cbb/players/caleb-martin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,2020,2020,0.5,63,62,65,60,65,67
64,Chinanu Onuaku (college),https://www.basketball-reference.com/players/o/onuakch01.html,Chinanu Onuaku,https://www.sports-reference.com/cbb/players/chinanu-onuaku-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,2017,2018,0.1,73,75,53,74,40,71
65,Devonte Graham (college),https://www.basketball-reference.com/players/g/grahade01.html,Devonte Graham,https://www.sports-reference.com/cbb/players/devonte-graham-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2019,2020,3.8,,,41,36,32,92
66,Paschal Chukwu (college),https://www.sports-reference.com/cbb/players/paschal-chukwu-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,65,61,64,61,77,84
67,Jaylen Johnson (college),https://www.basketball-reference.com/players/j/johnsja04.html,Jaylen Johnson,https://www.sports-reference.com/cbb/players/jaylen-johnson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,58,,77,54,79,58
68,Jared Terrell (college),https://www.basketball-reference.com/players/t/terreja01.html,Jared Terrell,https://www.sports-reference.com/cbb/players/jared-terrell-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=rhodeisle,Rhode Island,2019,2019,-0.3,75,79,78,66,,44
69,Robert Cartwright (college),https://www.sports-reference.com/cbb/players/robert-cartwright-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=stanford,Stanford,,,,67,,51,82,48,
70,Cody Martin (college),https://www.basketball-reference.com/players/m/martico01.html,Cody Martin,https://www.sports-reference.com/cbb/players/cody-martin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,2020,2020,1.0,76,91,66,81,63,76
71,Elijah Stewart (college),https://www.basketball-reference.com/players/s/stewael01.html,Elijah Stewart,https://www.sports-reference.com/cbb/players/elijah-stewart-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,,94,40,64,56,99
72,Justin Coleman (college),https://www.sports-reference.com/cbb/players/justin-coleman-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=alabama,Alabama,,,,74,76,,90,87,46
73,Ronnie Harrell (college),https://www.sports-reference.com/cbb/players/ronnie-harrell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=creighton,Creighton,,,,,71,73,84,46,
74,Dominic Magee (college),https://www.sports-reference.com/cbb/players/dominic-magee-1.html,(college),,,,,,,,72,67,,72,96,73
75,Sandy Cohen (college),https://www.sports-reference.com/cbb/players/sandy-cohen-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,,,,77,83,87,97,75,69
76,Jalen Lindsey (college),https://www.sports-reference.com/cbb/players/jalen-lindsey-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=providence,Providence,,,,69,84,84,69,84,100
T76,Trey Kell (college),https://www.sports-reference.com/cbb/players/trey-kell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,,,,86,81,69,,52,
78,Lourawls Nairn (college),https://www.sports-reference.com/cbb/players/lourawls-tum-tum-nairn-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michiganst,Michigan State,,,,84,73,,62,89,83
79,Zylan Cheatham (college),https://www.basketball-reference.com/players/c/cheatzy01.html,Zylan Cheatham,https://www.sports-reference.com/cbb/players/zylan-cheatham-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,2020,2020,0.0,87,88,68,78,92,80
RSCI,,,,,,,,,,,,,,,,
80,Donte Grantham (college),https://www.basketball-reference.com/players/g/grantdo01.html,Donte Grantham,https://www.sports-reference.com/cbb/players/donte-grantham-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=clemson,Clemson,2019,2019,0.0,81,,91,75,81,65
T80,Shelton Mitchell (college),https://www.sports-reference.com/cbb/players/shelton-mitchell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=vandy,Vanderbilt,,,,71,,75,76,70,
82,Isaac Haas (college),https://www.basketball-reference.com/players/h/haasis01.html,Isaac Haas,https://www.sports-reference.com/cbb/players/isaac-haas-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=purdue,Purdue,,,,79,87,85,71,72,
83,B.J. Stith (college),https://www.sports-reference.com/cbb/players/bj-stith-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=olddom,Old Dominion,,,,61,,,65,95,74
84,Phil Booth (college),https://www.basketball-reference.com/players/b/boothph01.html,Phil Booth,https://www.sports-reference.com/cbb/players/phil-booth-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=villanova,Villanova,,,,64,92,70,85,,90
T84,Jordan Barnett (college),https://www.basketball-reference.com/players/b/barnejo01.html,Jordan Barnett,https://www.sports-reference.com/cbb/players/jordan-barnett-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=texas,Texas,,,,95,86,,70,49,
86,Jared Nickens (college),https://www.sports-reference.com/cbb/players/jared-nickens-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,91,,81,,47,94
87,Justin Bibbs (college),https://www.basketball-reference.com/players/b/bibbsju01.html,Justin Bibbs,https://www.sports-reference.com/cbb/players/justin-bibbs-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=vatech,Virginia Tech,,,,,70,74,,71,
88,Joe Burton (college),https://www.sports-reference.com/cbb/players/joe-burton-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=okstate,Oklahoma State,,,,100,59,82,96,,81
89,Trayvon Reed (college),https://www.sports-reference.com/cbb/players/trayvon-reed-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=auburn,Auburn,,,,89,68,93,91,97,88
90,Tadric Jackson (college),https://www.sports-reference.com/cbb/players/tadric-jackson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=gatech,Georgia Tech,,,,82,74,95,,94,82
T90,Vic Law (college),https://www.basketball-reference.com/players/l/lawvi01.html,Vic Law,https://www.sports-reference.com/cbb/players/vic-law-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=nwestern,Northwestern,2020,2020,-0.1,70,66,,,,89
92,Domantas Sabonis (college),https://www.basketball-reference.com/players/s/sabondo01.html,Domantas Sabonis,https://www.sports-reference.com/cbb/players/domantas-sabonis-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,2017,2020,20.6,,,,,,26
93,Namon Wright (college),https://www.sports-reference.com/cbb/players/namon-wright-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missouri,Missouri,,,,,,72,73,88,97
94,Makinde London (college),https://www.sports-reference.com/cbb/players/makinde-london-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=xavier,Xavier,,,,90,,,83,83,77
95,Sviatoslav Mykhailiuk (college),https://www.basketball-reference.com/players/m/mykhasv01.html,Sviatoslav Mykhailiuk,https://www.sports-reference.com/cbb/players/sviatoslav-mykhailiuk-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2019,2020,1.5,,,,,,31
96,Michal Cekovsky (college),https://www.sports-reference.com/cbb/players/michal-cekovsky-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,,,,,,37
T96,Devin Mitchell (college),https://www.sports-reference.com/cbb/players/devin-mitchell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgiast,Georgia State University,,,,78,,,,,60
96,Mikal Bridges (college),https://www.basketball-reference.com/players/b/bridgmi01.html,Mikal Bridges,https://www.sports-reference.com/cbb/players/mikal-bridges-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=villanova,Villanova,2019,2020,7.7,92,82,92,95,80,
99,Detrick Mostella (college),https://www.sports-reference.com/cbb/players/detrick-mostella-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,,,,,,45
RSCI,,,,,,,,,,,,,,,,
100,Malik Marquetti (college),https://www.sports-reference.com/cbb/players/malik-marquetti-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,,,61,,86,
