center,left,left_URL,left1,left_URL2,left3,left_URL4,left5,right,right6,right7,right8,right9,right10,right11,right12,right13
17,Branden Dawson (college),https://www.basketball-reference.com/players/d/dawsobr01.html,Branden Dawson,https://www.sports-reference.com/cbb/players/branden-dawson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=michiganst,Michigan State,2016,2016,0.0,20,17,22,20,13,
18,Tony Wroten (college),https://www.basketball-reference.com/players/w/wroteto01.html,Tony Wroten,https://www.sports-reference.com/cbb/players/tony-wroten-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=washington,Washington,2013,2016,-1.3,31,15,16,14,18,
19,Kyle Wiltjer (college),https://www.basketball-reference.com/players/w/wiltjky01.html,Kyle Wiltjer,https://www.sports-reference.com/cbb/players/kyle-wiltjer-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,2017,2017,0.0,21,16,18,22,22,
RSCI,,,,,,,,,,,,,,,,
20,B.J. Young (college),https://www.basketball-reference.com/players/y/youngbj01.html,B.J. Young,https://www.sports-reference.com/cbb/players/bj-young-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arkansas,Arkansas,,,,23,19,15,25,21,
21,Rakeem Christmas (college),https://www.basketball-reference.com/players/c/chrisra01.html,Rakeem Christmas,https://www.sports-reference.com/cbb/players/rakeem-christmas-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,2016,2017,0.5,22,26,19,27,19,
22,Dorian Finney-Smith (college),https://www.basketball-reference.com/players/f/finnedo01.html,Dorian Finney-Smith,https://www.sports-reference.com/cbb/players/dorian-finney-smith-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,2017,2020,9.7,18,23,17,31,25,
T22,Nick Johnson (college),https://www.basketball-reference.com/players/j/johnsni01.html,Nick Johnson,https://www.sports-reference.com/cbb/players/nick-johnson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,2015,2015,-0.1,26,22,21,18,27,
24,Chane Behanan (college),https://www.sports-reference.com/cbb/players/chane-behanan-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,17,27,27,21,23,
25,Michael Carter-Williams (college),https://www.basketball-reference.com/players/c/cartemi01.html,Michael Carter-Williams,https://www.sports-reference.com/cbb/players/michael-carter-williams-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,2014,2020,7.1,19,25,20,29,33,
26,Wayne Blackshear (college),https://www.sports-reference.com/cbb/players/wayne-blackshear-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,30,24,26,36,16,
27,Rodney Hood (college),https://www.basketball-reference.com/players/h/hoodro01.html,Rodney Hood,https://www.sports-reference.com/cbb/players/rodney-hood-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2015,2020,17.1,45,29,30,16,24,
28,Michael Gbinije (college),https://www.basketball-reference.com/players/g/gbinimi01.html,Michael Gbinije,https://www.sports-reference.com/cbb/players/michael-gbinije-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,2017,2017,-0.1,24,35,28,35,26,
29,Levi Randolph (college),https://www.basketball-reference.com/players/r/randole01.html,Levi Randolph,https://www.sports-reference.com/cbb/players/levi-randolph-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=alabama,Alabama,,,,39,32,29,30,30,
30,Jahii Carson (college),https://www.sports-reference.com/cbb/players/jahii-carson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arizonast,Arizona State,,,,27,28,49,33,32,
31,Quinn Cook (college),https://www.basketball-reference.com/players/c/cookqu01.html,Quinn Cook,https://www.sports-reference.com/cbb/players/quinn-cook-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2017,2020,3.9,32,33,37,38,36,
32,Shannon Scott (college),https://www.basketball-reference.com/players/s/scottsh02.html,Shannon Scott,https://www.sports-reference.com/cbb/players/shannon-scott-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,29,31,33,53,31,
T32,DeAndre Daniels (college),https://www.basketball-reference.com/players/d/daniede01.html,DeAndre Daniels,https://www.sports-reference.com/cbb/players/deandre-daniels-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,,,,16,21,,10,29,
34,Otto Porter (college),https://www.basketball-reference.com/players/p/porteot01.html,Otto Porter,https://www.sports-reference.com/cbb/players/otto-porter-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=georgetown,Georgetown,2014,2020,29.9,33,39,41,37,28,
35,Sir'Dominic Pointer (college),https://www.basketball-reference.com/players/p/pointsi01.html,Sir'Dominic Pointer,https://www.sports-reference.com/cbb/players/sirdominic-pointer-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=stjohns,St. John's,,,,36,43,24,44,41,
36,Trevor Lacey (college),https://www.sports-reference.com/cbb/players/trevor-lacey-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ncstate,NC State,,,,52,30,39,24,59,
37,Adjehi Baru (college),https://www.sports-reference.com/cbb/players/adjehi-baru-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=charleston,College of Charleston,,,,44,41,58,28,39,
38,Maurice Harkless (college),https://www.basketball-reference.com/players/h/harklma01.html,Maurice Harkless,https://www.sports-reference.com/cbb/players/maurice-harkless-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=stjohns,St. John's,2013,2020,21.9,42,46,38,41,45,
39,Johnny O'Bryant (college),https://www.basketball-reference.com/players/o/obryajo01.html,Johnny O'Bryant,https://www.sports-reference.com/cbb/players/johnny-obryant-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,2015,2018,0.2,43,42,45,46,38,
RSCI,,,,,,,,,,,,,,,,
40,Jakarr Sampson (college),https://www.basketball-reference.com/players/s/sampsja02.html,Jakarr Sampson,https://www.sports-reference.com/cbb/players/jakarr-sampson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=stjohns,St. John's,2015,2020,3.2,57,36,31,51,40,
41,Ben McLemore (college),https://www.basketball-reference.com/players/m/mclembe01.html,Ben McLemore,https://www.sports-reference.com/cbb/players/ben-mclemore-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,2014,2020,8.0,35,48,48,34,54,
42,Rashad Madden (college),https://www.sports-reference.com/cbb/players/rashad-madden-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arkansas,Arkansas,,,,82,38,35,32,34,
43,Nick Faust (college),https://www.sports-reference.com/cbb/players/nick-faust-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=longbeach,Cal State Long Beach,,,,47,44,36,48,49,
44,LaQuinton Ross (college),https://www.sports-reference.com/cbb/players/laquinton-ross-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,48,40,52,43,43,
45,Dai-Jon Parker (college),https://www.sports-reference.com/cbb/players/dai-jon-parker-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=vandy,Vanderbilt,,,,71,37,32,63,35,
46,Sam Thompson (college),https://www.basketball-reference.com/players/t/thompsa01.html,Sam Thompson,https://www.sports-reference.com/cbb/players/sam-thompson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,46,49,44,50,50,
47,D'Angelo Harrison (college),https://www.sports-reference.com/cbb/players/dangelo-harrison-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=stjohns,St. John's,,,,28,47,63,40,62,
48,Sheldon McClellan (college),https://www.basketball-reference.com/players/m/mcclesh01.html,Sheldon McClellan,https://www.sports-reference.com/cbb/players/sheldon-mcclellan-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=miamifl,Miami (FL),2017,2017,0.5,41,54,46,60,42,
49,Alex Murphy (college),https://www.sports-reference.com/cbb/players/alex-murphy-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=florida,Florida,,,,,34,40,45,37,
50,Amir Williams (college),https://www.sports-reference.com/cbb/players/amir-williams-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ohiost,Ohio State,,,,53,45,42,77,48,
51,Norvel Pelle,https://www.basketball-reference.com/players/p/pelleno01.html,Norvel Pelle,,,,,2020,2020,0.3,38,50,76,23,79,
52,Jamal Branch (college),https://www.sports-reference.com/cbb/players/jamal-branch-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=stjohns,St. John's,,,,51,55,50,65,46,
53,Norman Powell (college),https://www.basketball-reference.com/players/p/powelno01.html,Norman Powell,https://www.sports-reference.com/cbb/players/norman-powell-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2016,2020,12.0,54,51,51,69,55,
54,Dez Wells (college),https://www.basketball-reference.com/players/w/wellsde01.html,Dez Wells,https://www.sports-reference.com/cbb/players/dezmine-wells-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=maryland,Maryland,,,,66,53,47,76,44,
55,Michael Chandler (college),https://www.sports-reference.com/cbb/players/michael-chandler-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oregon,Oregon,,,,55,76,43,55,61,
56,Deuce Bello (college),https://www.sports-reference.com/cbb/players/deuce-bello-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missouri,Missouri,,,,89,52,53,54,52,
T56,Tyrone Johnson (college),https://www.sports-reference.com/cbb/players/ty-johnson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=scarolina,South Carolina,,,,70,57,65,52,56,
58,Zach Price (college),https://www.sports-reference.com/cbb/players/zach-price-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,61,56,56,67,65,
59,Chris Jones (college),https://www.sports-reference.com/cbb/players/chris-jones-6.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,65,61,66,47,72,
RSCI,,,,,,,,,,,,,,,,
T59,Angelo Chol (college),https://www.sports-reference.com/cbb/players/angelo-chol-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sandiegost,San Diego State,,,,69,62,60,73,47,
61,Marshall Plumlee (college),https://www.basketball-reference.com/players/p/plumlma02.html,Marshall Plumlee,https://www.sports-reference.com/cbb/players/marshall-plumlee-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,2017,2018,0.3,77,59,34,79,68,
62,Aaron Thomas (college),https://www.sports-reference.com/cbb/players/aaron-thomas-3.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=floridast,Florida State,,,,58,71,71,56,63,
63,Chasson Randle (college),https://www.basketball-reference.com/players/r/randlch01.html,Chasson Randle,https://www.sports-reference.com/cbb/players/chasson-randle-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=stanford,Stanford,2017,2020,1.3,56,68,59,78,60,
64,Ryan Boatright (college),https://www.basketball-reference.com/players/b/boatrry01.html,Ryan Boatright,https://www.sports-reference.com/cbb/players/ryan-boatright-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,,,,49,84,73,42,77,
65,Mike Shaw (college),https://www.sports-reference.com/cbb/players/mike-shaw-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=bradley,Bradley,,,,40,67,89,59,75,
66,Myke Henry (college),https://www.basketball-reference.com/players/h/henrymy01.html,Myke Henry,https://www.sports-reference.com/cbb/players/myke-henry-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=depaul,DePaul,2018,2018,0.1,60,78,95,39,64,
67,Antwan Space (college),https://www.sports-reference.com/cbb/players/antwan-space-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=texasam,Texas A&M,,,,72,58,70,91,58,
68,Julien Lewis (college),https://www.sports-reference.com/cbb/players/julien-lewis-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=fresnost,Fresno State,,,,59,73,75,57,86,
69,Tracy Abrams (college),https://www.sports-reference.com/cbb/players/tracy-abrams-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=illinois,Illinois,,,,62,77,85,58,71,
70,Jonathan Holmes (college),https://www.basketball-reference.com/players/h/holmejo01.html,Jonathan Holmes,https://www.sports-reference.com/cbb/players/jonathan-holmes-2.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=texas,Texas,,,,74,66,61,89,66,
71,Hunter Mickelson (college),https://www.sports-reference.com/cbb/players/hunter-mickelson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,,,,81,69,54,100,53,
72,Julian Royal (college),https://www.sports-reference.com/cbb/players/julian-royal-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgemas,George Mason,,,,68,60,68,,69,
73,Amir Garrett (college),https://www.sports-reference.com/cbb/players/amir-garrett-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=stjohns,St. John's,,,,63,65,97,68,80,
74,Malcolm Gilbert (college),https://www.sports-reference.com/cbb/players/malcolm-gilbert-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=fairfield,Fairfield,,,,34,99,57,,83,
T74,Kevin Ware (college),https://www.sports-reference.com/cbb/players/kevin-ware-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgiast,Georgia State University,,,,37,74,94,70,99,
76,Erik Copes (college),https://www.sports-reference.com/cbb/players/erik-copes-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgemas,George Mason,,,,,64,55,,57,
77,Gary Bell (college),https://www.sports-reference.com/cbb/players/gary-bell-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,,,,,79,67,75,70,
78,Nnanna Egwu (college),https://www.basketball-reference.com/players/e/egwunn01.html,Nnanna Egwu,https://www.sports-reference.com/cbb/players/nnanna-egwu-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=illinois,Illinois,,,,83,83,69,97,67,
79,Trevor Cooney (college),https://www.sports-reference.com/cbb/players/trevor-cooney-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=syracuse,Syracuse,,,,,63,64,,73,
RSCI,,,,,,,,,,,,,,,,
80,Tyler Adams (college),https://www.sports-reference.com/cbb/players/tyler-adams-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgetown,Georgetown,,,,67,85,,62,95,
81,Myles Mack (college),https://www.sports-reference.com/cbb/players/myles-mack-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=rutgers,Rutgers University,,,,94,75,62,,82,
T81,Juan Anderson (college),https://www.basketball-reference.com/players/t/toscaju01.html,Juan Anderson,https://www.sports-reference.com/cbb/players/juan-anderson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,2020,2020,0.2,64,98,,61,90,
83,Joseph Uchebo (college),https://www.sports-reference.com/cbb/players/joseph-uchebo-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=pitt,Pitt,,,,76,87,81,96,76,
T83,Cezar Guerrero (college),https://www.sports-reference.com/cbb/players/cezar-guerrero-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=fresnost,Fresno State,,,,73,70,,71,,
85,Jabarie Hinds (college),https://www.sports-reference.com/cbb/players/jabarie-hinds-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=umass,UMass,,,,,86,,93,51,
86,Derrick Gordon (college),https://www.sports-reference.com/cbb/players/derrick-gordon-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=setonhall,Seton Hall,,,,50,80,,,,
T86,Robert Brown (college),https://www.sports-reference.com/cbb/players/robert-brown-4.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=uab,University of Alabama at Birmingham,,,,93,81,80,82,97,
86,D.J. Gardner,https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missst,Mississippi State,,,,,88,96,64,84,
89,Sidiki Johnson (college),https://www.sports-reference.com/cbb/players/sidiki-johnson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=providence,Providence,,,,,72,92,84,85,
90,Rodney Cooper (college),https://www.sports-reference.com/cbb/players/rodney-cooper-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=alabama,Alabama,,,,85,,,49,,
91,Naadir Tharpe (college),https://www.sports-reference.com/cbb/players/naadir-tharpe-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kansas,Kansas,,,,,89,84,92,81,
92,Deville Smith (college),https://www.sports-reference.com/cbb/players/deville-smith-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tnmartin,University of Tennessee at Martin,,,,75,,,74,,
93,Shaquille Thomas (college),https://www.sports-reference.com/cbb/players/shaquille-thomas-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=cincy,Cincinnati,,,,97,100,,81,78,
94,Malcolm Brogdon (college),https://www.basketball-reference.com/players/b/brogdma01.html,Malcolm Brogdon,https://www.sports-reference.com/cbb/players/malcolm-brogdon-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=virginia,Virginia,2017,2020,17.3,86,100,72,,,
95,Kedren Johnson (college),https://www.sports-reference.com/cbb/players/kedren-johnson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=memphis,Memphis,,,,99,100,83,80,100,
96,Bernard Sullivan (college),https://www.sports-reference.com/cbb/players/bernard-sullivan-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=charlotte,UNC Charlotte,,,,,91,,83,87,
97,Carlton Brundidge (college),https://www.sports-reference.com/cbb/players/carlton-brundidge-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=detroit,Detroit Mercy,,,,92,100,74,,98,
98,Mikael Hopkins (college),https://www.sports-reference.com/cbb/players/mikael-hopkins-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=georgetown,Georgetown,,,,,100,77,87,,
99,Damien Leonard (college),https://www.sports-reference.com/cbb/players/damien-leonard-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=scarolina,South Carolina,,,,88,93,100,85,,
RSCI,,,,,,,,,,,,,,,,
100,C.J. Barksdale (college),https://www.sports-reference.com/cbb/players/cj-barksdale-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=vatech,Virginia Tech,,,,,96,98,99,74,
